"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"221                                          ";"414574";"6033210770010002";"18729 FIR ISLAND RD STE C     ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982738159";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3604456221";"";""
"221RX                                        ";"420514";"6033632650010002";"5200 172ND ST NE STE F101     ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982234703";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"23RD NEIGHBORHOOD IMPROVEMENT LLC            ";"420523";"6034095790010003";"501 15TH AVE E  STE B         ";"                         ";"SEATTLE                 ";"WA";"KING";"981124512";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"25 TREES                                     ";"084154";"6033600740010001";"3213 S 38TH STE C             ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984041094";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2533768562";"";""
"253 REC                                      ";"420796";"6035513130010001";"3213 S 38TH ST STE B          ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984095617";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"360 HEALTHPLANS                              ";"420987";"6032557510010001";"1620 BROADWAY STE 204         ";"                         ";"SEATTLE                 ";"WA";"KING";"981222564";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"365 RECREATIONAL CANNABIS                    ";"413310";"6034296550010001";"17517 15TH AVE NE STE 202     ";"                         ";"SHORELINE               ";"WA";"KING";"981553801";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2065577778";"";""
"4-TWENTY                                     ";"420944";"6031343160010002";"6823 151ST AVE SE             ";"                         ";"SNOHOMISH               ";"WA";"SNOHOMISH";"982906148";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"4:20 FRIENDLY                                ";"413586";"6033515760010001";"1515 LEWIS ST                 ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992249785";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5094990999";"";""
"420 CARPENTER                                ";"415083";"6033585480010002";"422 CARPENTER RD STE 105      ";"                         ";"LACEY                   ";"WA";"THURSTON";"985037906";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3604026368";"";""
"420 DOWNTOWN                                 ";"421797";"6035495920010004";"23694 HIGHWAY 3 STE A         ";"                         ";"BELFAIR                 ";"WA";"MASON";"985280000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3605616972";"";""
"420 ELEVATED, LLC                            ";"419342";"6035497830010001";"209 S TOWER AVE               ";"                         ";"CENTRALIA               ";"WA";"LEWIS";"985314016";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"420 GREEN ZONE                               ";"421377";"6035486210010002";"2801 AUBURN WAY S  STE B      ";"                         ";"AUBURN                  ";"WA";"KING";"980927961";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"420 HOLIDAY                                  ";"415526";"6033592380010001";"2028 10TH AVE                 ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986324007";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3607033103";"";""
"420 PARTNERS LLC                             ";"421048";"6035528150010001";"8733 GREENWOOD AVE N          ";"                         ";"SEATTLE                 ";"WA";"KING";"981033661";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"420 PARTNERS LLC                             ";"421049";"6035528150010002";"8519 DALLAS AVE S             ";"                         ";"SEATTLE                 ";"WA";"KING";"981084851";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"420 PARTNERS LLC                             ";"421050";"6035528150010003";"11009 1ST AVE S  STE C        ";"                         ";"SEATTLE                 ";"WA";"KING";"981681401";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"420 REMEDIES                                 ";"422834";"6033767260010001";"2807 OLYMPIC HWY STE B        ";"                         ";"ABERDEEN                ";"WA";"GRAYS HARBOR";"985203158";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"420 REMEDIES                                 ";"423252";"6033767260010002";"1628 STATE ROUTE 105 STE A-1  ";"                         ";"GRAYLAND                ";"WA";"GRAYS HARBOR";"985479504";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"420 SPOT SHOP                                ";"414550";"6034051800010001";"1374 SE LUND AVE              ";"                         ";"PORT ORCHARD            ";"WA";"KITSAP";"983665628";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3608765699";"";""
"420 WEST                                     ";"414733";"6033585480010001";"410-A RONLEE LN               ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985029266";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3604026368";"";""
"4EVER HEALING                                ";"414775";"6034232020010001";"9925 214TH AVE E              ";"STE F                    ";"BONNEY LAKE             ";"WA";"PIERCE";"983910000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2532241442";"";""
"4US RETAIL                                   ";"413700";"6021379110010003";"23251 HWY 20                  ";"                         ";"OKANOGAN                ";"WA";"OKANOGAN";"988400000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5095579065";"";""
"507 COMPASSION CLUB                          ";"415415";"6034371520010001";"34011 STATE ROUTE 507 S  STE A";"                         ";"ROY                     ";"WA";"PIERCE";"985809427";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"509 VALLEY LLC                               ";"422914";"6032861710010001";"1105 W LINCOLN AVE            ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989022533";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"509'S FINEST                                 ";"420812";"6035091720010001";"257 ENGH RD                   ";"                         ";"OMAK                    ";"WA";"OKANOGAN";"988419472";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"6 AVE SMOKE                                  ";"422252";"6035867400010001";"6304 6TH AVE  STE B           ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984062022";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"7 LEAF PALMATE                               ";"422473";"6035951310010001";"1641 BELLEVUE AVE APT 303     ";"                         ";"SEATTLE                 ";"WA";"KING";"981222065";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"8 BALL BARRISTER, LLC                        ";"421562";"6033479560010004";"3833 PACIFIC AVE STE 3-C      ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984187897";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2533700736";"";""
"8 BALL BARRISTER, LLC                        ";"421757";"6033479560010005";"113 HOWERTON AVE              ";"STE B                    ";"ILWACO                  ";"WA";"PACIFIC";"986249088";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2535721500";"";""
"A & J MANAGEMENT GROUP                       ";"421491";"6032945690010002";"234 DIVISION ST NW STE B      ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985024916";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3609439338";"";""
"A BETTER LIVING                              ";"420398";"6033504400010002";"16101HWY 99 N                 ";"                         ";"LYNNWOOD                ";"WA";"SNOHOMISH";"98036    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"A BUD & LEAF                                 ";"413821";"6033579130010001";"421 LILLY RD SE               ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985012108";"MARIJUANA RETAILER                 ";"PENDING (ISSUED)";"3608706000";"";""
"A GREEN CURE NORTH                           ";"421736";"6030925560010003";"8501 168TH ST SE STE C        ";"                         ";"SNOHOMISH               ";"WA";"SNOHOMISH";"982968043";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"A GREEN CURE WELLNESS CENTER                 ";"351786";"6030925560010001";"910 N 145TH ST                ";"                         ";"SHORELINE               ";"WA";"KING";"981336523";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"A GREEN LIFE                                 ";"413361";"6032719560010001";"15219 NE 90TH ST UNIT B       ";"                         ";"REDMOND                 ";"WA";"KING";"980523561";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"A GREEN LIFE                                 ";"421755";"6032719560010002";"9625 15TH AVE SW              ";"                         ";"SEATTLE                 ";"WA";"KING";"981062821";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2068537391";"";""
"A GREEN LIFE                                 ";"421995";"6032719560010003";"9823 15TH AVE SW UNIT D2      ";"                         ";"SEATTLE                 ";"WA";"KING";"981062847";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2068537391";"";""
"A GREENER TODAY RECREATIONAL                 ";"402107";"6034501390010002";"10522 LAKE CITY WAY NE STE    ";"C103 & C104              ";"SEATTLE                 ";"WA";"KING";"981250000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4257736021";"";""
"A GREENER TODAY RECREATIONAL                 ";"414814";"6034501390010003";"16053 AURORA AVE N STE B      ";"STE B                    ";"SHORELINE               ";"WA";"KING";"981332610";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"A GREENER TODAY RECREATIONAL                 ";"422044";"6034501390010004";"19315 BOTHELL EVERETT HWY #1  ";"UNIT 1                   ";"BOTHELL                 ";"WA";"SNOHOMISH";"980127112";"MARIJUANA RETAILER                 ";"PENDING (ISSUED)";"2066877877";"";""
"A PIPE DREAM                                 ";"422849";"6035939070010002";"10611 NE HIGHWAY 99 STE B     ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986865678";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"A PLACE OF GREEN                             ";"422063";"6035829580010001";"131 STATE ROUTE 122           ";"                         ";"MOSSYROCK               ";"WA";"LEWIS";"985649727";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"A RECREATIONAL MARIJUANA STORE LLC           ";"421359";"6035609550010001";"1762 VILLAGE LN SE            ";"                         ";"PORT ORCHARD            ";"WA";"KITSAP";"983662644";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3608658092";"";""
"AARDVARK REEFEROLOGY                         ";"413896";"6034341890010001";"325 NE LECHNER ST             ";"                         ";"CAMAS                   ";"WA";"CLARK";"986070000";"MARIJUANA RETAILER                 ";"CLOSED (PERMANENT)";"          ";"";""
"ABOL BUSINESS SOLUTIONS                      ";"420383";"6032022980010002";"2301 E UNION ST STE D         ";"                         ";"SEATTLE                 ";"WA";"KING";"981222957";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ACCESS CANIBUS LLC                           ";"422765";"6035572950010001";"2298 STATE ROUTE 109 STE B    ";"                         ";"HOQUIAM                 ";"WA";"GRAYS HARBOR";"985509626";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ACTION JACKSON LLC                           ";"420891";"6035511450010001";"4833 N ISLAND DR E            ";"                         ";"BONNEY LAKE             ";"WA";"PIERCE";"983918681";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ADAM INGRAM                                  ";"420949";"6034076400010003";"8223 PACIFIC HIGHWAY SO.      ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984080000";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ADAM'S POT SHOP                              ";"420304";"6034574900010002";"1813 SE 112TH PL              ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986646202";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ADVANTOUCH INC                               ";"420717";"6022691290010004";"9025 DELRIDGE WAY SW          ";"                         ";"SEATTLE                 ";"WA";"KING";"981062335";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ADVANTOUCH INC                               ";"420977";"6022691290010005";"1901 RAINIER AVE S            ";"                         ";"SEATTLE                 ";"WA";"KING";"981444605";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AETHER                                       ";"420858";"6035528160010001";"10648 SE 254TH PL APT I5      ";"                         ";"KENT                    ";"WA";"KING";"980306464";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AFSOC BROTHERS                               ";"421761";"6035733400010001";"1103 NEPEAN DR SE             ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985137733";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AH HOLDINGS I,                               ";"420311";"6035488500010001";"1813 SE 112TH PL              ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986646202";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AIRPLANE MODE                                ";"420749";"6035525130010001";"5608 117TH ST SW              ";"                         ";"LAKEWOOD                ";"WA";"PIERCE";"984994913";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AIRWAY HEIGHTS CANNABIS                      ";"420770";"6035528990010001";"1722 SOUTH LUNDSTROM          ";"STE B                    ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"99001    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALL GREEN ORGANIC                            ";"413345";"6033503480010001";"560-1 HAWK HAVEN RD           ";"                         ";"CLE ELUM                ";"WA";"KITTITAS";"989228421";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALL IS WELL 420, LLC                         ";"422913";"6036043990010001";"1615 BASIN ST SW STE B        ";"                         ";"EPHRATA                 ";"WA";"GRANT";"988232134";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALL NATURAL HERBS LLC                        ";"422709";"6036016970010001";"6020 PACIFIC AVE SE # M1973   ";"                         ";"LACEY                   ";"WA";"THURSTON";"985031319";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALL STATE MARIJUANA                          ";"420442";"6035502380010002";"470 N Y ST #B                 ";"                         ";"WASHOUGAL               ";"WA";"CLARK";"986718532";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALOHA BUSINESS SOLUTIONS                     ";"420306";"6035416070010001";"9210 S HOSMER ST APT F5       ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984446880";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALPEN SHACK                                  ";"421731";"6035724700010001";"41711 STATE ROUTE 2 # 1-C     ";"                         ";"GOLD BAR                ";"WA";"SNOHOMISH";"982519221";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALTERNATIVE CARE CLINIC                      ";"420640";"6030755810010001";"5609 4TH AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981082422";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALTERNATIVE MEDICINE OKANOGAN                ";"422235";"6034387300010001";"2163 ELMWAY                   ";"                         ";"OKANOGAN                ";"WA";"OKANOGAN";"988409621";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALTERNATIVE METHODS                          ";"420822";"6030782000010003";"494 NW SCHUYLER RD STE A      ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983118955";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALTERNATIVE METHODS LLC                      ";"420604";"6030782000010002";"494 NW SCHUYLER RD            ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983118955";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALTERNATIVE METHODS LLC                      ";"420984";"6030782000010004";"494 NW SCHUYLER RD STE B      ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983118955";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ALTITUDE                                     ";"414225";"6033570900010001";"260 MERLOT DR                 ";"                         ";"PROSSER                 ";"WA";"BENTON";"993500000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5097864200";"";""
"ALWAYS GREEN LLC                             ";"422058";"6035815040010001";"4812 PACIFIC AVE SE STE A     ";"                         ";"LACEY                   ";"WA";"THURSTON";"985031218";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AMALTHEA                                     ";"079559";"6035727100010001";"1765 KITTLESON RD             ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988379749";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AMAZING FOODS DISTRIBUTION LLC               ";"414190";"6035955010010001";"3142 E HIGHWAY 101            ";"                         ";"PORT ANGELES            ";"WA";"CLALLAM";"983629074";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AMERICAN HARVEST                             ";"420516";"6033560220010002";"110 W 3RD AVE                 ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988371931";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AMERICAN HARVEST                             ";"420824";"6033560220010003";"1630 N WENATCHEE AVE          ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988011188";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AMERICAN HARVEST                             ";"420825";"6033560220010004";"1601 NW 6TH AVE               ";"                         ";"CAMAS                   ";"WA";"CLARK";"986072607";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AMERICAN HARVEST                             ";"423431";"6033525730010004";"3014 GS CENTER RD STE D       ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988019144";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5096301707";"";""
"AMERICAN HERB                                ";"420584";"6035514190010001";"7345 33RD AVE S               ";"                         ";"SEATTLE                 ";"WA";"KING";"981183746";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AMERICAN MANUFACTURING SYSTEMS LLC           ";"420305";"6035324050010002";"5133 BALLARD AVE NW           ";"                         ";"SEATTLE                 ";"WA";"KING";"981074857";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AMERICAN MARY                                ";"410332";"6033452790010001";"321 NE 45TH ST                ";"                         ";"SEATTLE                 ";"WA";"KING";"981056133";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2063952036";"";""
"AMERICANNA WEED CO                           ";"414649";"6033580640010001";"320 N KELLOGG ST STE B        ";"                         ";"KENNEWICK               ";"WA";"BENTON";"993364944";"MARIJUANA RETAILER                 ";"CLOSED (PERMANENT)";"          ";"";""
"ANACORTES NATURAL MEDICINE                   ";"421652";"6033570100010002";"7656 STATE ROUTE 20 UNIT A    ";"                         ";"ANACORTES               ";"WA";"SKAGIT";"982218311";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3605886222";"";""
"ANDY'S LAWN MAINTENANCE                      ";"420635";"6010082240010002";"11715 E ALKI AVE              ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992065102";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"APEX CANNABIS                                ";"421110";"6033264170010002";"955 W BROADWAY AVE            ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5094990646";"";""
"APEX CANNABIS                                ";"422447";"6033264170010004";"21502 E GILBERT RD            ";"                         ";"OTIS ORCHARDS           ";"WA";"SPOKANE";"990279241";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4255725905";"";""
"APPLE POT SHOP                               ";"420310";"6035485230010001";"3014 GS CENTER RD STE A       ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988019145";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"APPLE.C21.H30.O2                             ";"421299";"6035567960010001";"17730 AMBAUM BLVD S           ";"                         ";"SEATTLE                 ";"WA";"KING";"981481785";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"APPLE.C21.H30.O2                             ";"421348";"6035567960010002";"17135 131ST AVE NE APT N103-2 ";"                         ";"WOODINVILLE             ";"WA";"KING";"980725773";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"APPLE.C21.H30.O2                             ";"421349";"6035567960010003";"17135 131ST AVE NE APT N103   ";"STE B                    ";"WOODINVILLE             ";"WA";"KING";"980725773";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ARCANE                                       ";"422108";"6035517800010002";"100 PINE ST                   ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982255399";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ARIA'S                                       ";"420967";"6035534040010001";"UNKNOWN                       ";"                         ";"OLYMPIA                 ";"WA";"";"000000000";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ARISTOCRAT CANNABIS LLC                      ";"422420";"6035889360010001";"8203 MUKILTEO SPEEDWAY STE B  ";"                         ";"MUKILTEO                ";"WA";"SNOHOMISH";"982752920";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ARTHUR JOSEPH PARENT                         ";"420750";"6035524640010001";"4717 GREENWOOD DR SW          ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985022671";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ASCLEPIUS EPIONE                             ";"421379";"6035561650010001";"6740 NE 1ST PL                ";"                         ";"RENTON                  ";"WA";"KING";"980597066";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ASHLEY SEAN O'HARVEY                         ";"415011";"6033603020010002";"9827 E SPRAGUE AVE  STE B     ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992063639";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ATOK, LLC                                    ";"420556";"6035505780010001";"10515 20TH ST SE STE 202      ";"                         ";"LAKE STEVENS            ";"WA";"SNOHOMISH";"982584767";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AUDYSEA LLC                                  ";"422175";"6035792630010001";"5703 OLYMPIC HWY              ";"                         ";"ABERDEEN                ";"WA";"GRAYS HARBOR";"985200000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3605616972";"";""
"AURA 21                                      ";"422427";"6035948120010001";"2138 W MOON RD                ";"                         ";"OTHELLO                 ";"WA";"ADAMS";"993449567";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"AURA LLC                                     ";"421449";"6035631330010001";"6704 N NEVADA ST              ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992085693";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
